data_entrada,placa,marca,modelo,ano,km,valor_fipe,valor_venda,valor_compra,renavam
02/08/2023,STZ-1234,CITROEN,C4 CACTUS FEEL AT 1.6 4P,2022/2022 ,40.925 km ,"R$ 83.973,00","R$ 41.080,00",R$ 84.190,75524628756.0
31/01/2023,JXB-7294,CITROEN,C4 CACTUS FEEL AT 1.6 4P,"2022/2022
 ","40.925 km
 ","R$ 88.074,00","R$ 52.921,00",R$ 84.190,41052932552.0
25/07/2023,OGB-2963,HYUNDAI,HB20 COMFORT 1.0,2022/2023 ,36.550 km ,"R$ 98.847,00","R$ 59.149,00",R$ 84.790,16044642682.0
28/08/2023,HUD-0964,RENAULT,CAPTUR INTENSE AT SCE 1.6 4P,2019/2020 ,49.959 km ,"R$ 87.482,00","R$ 49.388,00",R$ 85.990,12484641319.0
30/05/2023,KEJ-5818,RENAULT,CAPTUR INTENSE AT SCE 1.6 4P,2019/2020,49.959 km,"R$ 88.034,00","R$ 48.804,00",R$ 85.990,38242753560.0
02/10/2023,PIW-6599,RENAULT,CAPTUR INTENSE AT SCE 1.6 4P,"2019/2020
 ","49.959 km
 ","R$ 80.420,00","R$ 56.304,00",R$ 85.990,39473504292.0
09/03/2023,ZNG-2612,RENAULT,CAPTUR INTENSE AT SCE 1.6 4P,"2019/2020
 ","49.959 km
 ","R$ 84.881,00","R$ 54.519,00",R$ 85.990,56219635322.0
19/07/2023,IYA-1602,RENAULT,CAPTUR INTENSE AT SCE 1.6 4P,"2019/2020
","49.959 km
","R$ 93.485,00","R$ 48.924,00",R$ 85.990,25484553123.0
23/06/2023,OSA-8614,RENAULT,CAPTUR INTENSE AT SCE 1.6 4P,"2019/2020
 ","49.959 km
 ","R$ 88.026,00","R$ 52.009,00",R$ 85.990,51879405201.0
05/12/2023,PTR-1941,RENAULT,CAPTUR INTENSE AT SCE 1.6 4P,"2019/2020
 ","49.959 km
 ","R$ 85.487,00","R$ 45.488,00",R$ 85.990,8306395823.0
13/03/2023,DLS-8137,CHEVROLET,ONIX LT 1.0,"2023/2023
 ","15.520 km
 ","R$ 93.998,00","R$ 59.391,00",R$ 87.190,44211369275.0
04/06/2023,ZOD-1141,CHEVROLET,ONIX PLUS TURBO LTZ MT 1.0 4P,"2022/2023
 ","30.035 km
 ","R$ 89.267,00","R$ 51.393,00",R$ 87.390,4105568930.0
21/03/2023,SMH-7094,CHEVROLET,ONIX PLUS TURBO LTZ MT 1.0 4P,"2022/2023
","30.035 km
","R$ 91.461,00","R$ 40.852,00",R$ 87.390,26194637981.0
17/02/2023,MFS-8442,CHEVROLET,ONIX PLUS TURBO LTZ MT 1.0 4P,"2022/2023
 ","30.035 km
 ","R$ 86.119,00","R$ 47.383,00",R$ 87.390,19028749400.0
03/08/2023,MOF-0678,CHEVROLET,ONIX PLUS TURBO LTZ MT 1.0 4P,2022/2023,30.035 km,"R$ 85.443,00","R$ 42.320,00",R$ 87.390,40522283797.0
06/05/2023,YKO-9139,CHEVROLET,ONIX PLUS TURBO LTZ MT 1.0 4P,"2022/2023
 ","30.035 km
 ","R$ 83.085,00","R$ 57.614,00",R$ 87.390,1275468606.0
23/12/2023,RJM-1903,CHEVROLET,ONIX PLUS TURBO LTZ MT 1.0 4P,"2022/2023
 ","30.035 km
 ","R$ 83.263,00","R$ 57.856,00",R$ 87.390,98653203493.0
28/11/2023,ZPW-6316,CHEVROLET,ONIX PLUS TURBO LTZ MT 1.0 4P,2022/2023 ,30.035 km ,"R$ 95.708,00","R$ 51.472,00",R$ 87.390,34289938382.0
12/07/2023,XXY-3085,CITROEN,C4 CACTUS FEEL AT 1.6 4P,"2022/2023
 ","40.120 km
 ","R$ 85.394,00","R$ 42.520,00",R$ 87.790,35077340075.0
11/03/2023,JIC-3466,CITROEN,C4 CACTUS FEEL AT 1.6 4P,"2022/2023
","40.120 km
","R$ 83.092,00","R$ 56.957,00",R$ 87.790,58687906865.0
27/01/2023,KFH-5443,CITROEN,C4 CACTUS FEEL AT 1.6 4P,2022/2023,40.120 km,"R$ 81.160,00","R$ 41.595,00",R$ 87.790,93098362429.0
27/03/2023,IIK-7194,CITROEN,C4 CACTUS FEEL AT 1.6 4P,"2022/2023
 ","40.120 km
 ","R$ 89.699,00","R$ 40.568,00",R$ 87.790,47666496780.0
28/06/2023,WYM-7742,CITROEN,C4 CACTUS FEEL AT 1.6 4P,"2022/2023
 ","40.120 km
 ","R$ 97.770,00","R$ 59.270,00",R$ 87.790,11925002759.0
09/03/2023,SAS-0490,CITROEN,C4 CACTUS FEEL AT 1.6 4P,"2022/2023
 ","40.120 km
 ","R$ 98.292,00","R$ 55.363,00",R$ 87.790,27297939072.0
31/10/2023,EVX-9582,CITROEN,C4 CACTUS FEEL AT 1.6 4P,2022/2023 ,40.120 km ,"R$ 100.872,00","R$ 52.875,00",R$ 87.790,59827862284.0
19/09/2023,VWC-7596,JEEP,RENEGADE LONGITUDE FLEX 4X2 AT 1.8 4P,2019/2020 ,51.131 km ,"R$ 93.493,00","R$ 51.404,00",R$ 88.890,1710226059.0
01/10/2023,WMV-6071,HYUNDAI,HB20S PLATINUM TGDI AT 1.0 4P,"2022/2022
 ","27.540 km
 ","R$ 95.689,00","R$ 47.567,00",R$ 88.990,93815262599.0
04/06/2023,UCZ-2226,HYUNDAI,HB20S PLATINUM TGDI AT 1.0 4P,"2022/2022
 ","27.540 km
 ","R$ 81.917,00","R$ 44.767,00",R$ 88.990,7497196868.0
21/02/2023,AFU-2762,JEEP,RENEGADE LONGITUDE 1.8,"2021/2021
 ","61.145 km
 ","R$ 95.024,00","R$ 54.483,00",R$ 88.990,67915524212.0
03/10/2023,VGQ-0187,JEEP,RENEGADE LONGITUDE 1.8,"2021/2021
 ","61.145 km
 ","R$ 83.299,00","R$ 47.097,00",R$ 88.990,76912762669.0
01/12/2023,PHT-9272,JEEP,RENEGADE LONGITUDE 1.8,"2021/2021
","61.145 km
","R$ 98.057,00","R$ 47.989,00",R$ 88.990,78791391611.0
01/07/2023,KQV-8019,HYUNDAI,HB20S PLATINUM TGDI AT 1.0 4P,2022/2022 ,27.540 km ,"R$ 91.250,00","R$ 57.436,00",R$ 88.990,97041218810.0
05/03/2023,WRD-5389,HYUNDAI,HB20S PLATINUM TGDI AT 1.0 4P,"2022/2022
 ","27.540 km
 ","R$ 82.505,00","R$ 45.245,00",R$ 88.990,22350253268.0
15/01/2023,SYQ-4747,HYUNDAI,HB20S PLATINUM TGDI AT 1.0 4P,2022/2022,27.540 km,"R$ 91.391,00","R$ 46.922,00",R$ 88.990,93484816986.0
23/07/2023,WRN-9286,HYUNDAI,HB20S PLATINUM TGDI AT 1.0 4P,"2022/2022
 ","27.540 km
 ","R$ 80.300,00","R$ 58.005,00",R$ 88.990,23189022436.0
13/04/2023,XVZ-9720,HYUNDAI,HB20S PLATINUM TGDI AT 1.0 4P,"2022/2022
","27.540 km
","R$ 82.125,00","R$ 51.853,00",R$ 88.990,25227078629.0
30/11/2023,AQR-2941,CHEVROLET,ONIX LTZ 1.0,"2023/2023
","15.520 km
","R$ 100.425,00","R$ 47.930,00",R$ 90.490,350667140.0
24/08/2023,JDX-7971,CHEVROLET,ONIX LTZ 1.0,"2023/2023
 ","15.520 km
 ","R$ 96.201,00","R$ 55.989,00",R$ 90.490,57061260411.0
01/11/2023,AHY-7469,CHEVROLET,ONIX LTZ 1.0,"2023/2023
 ","15.520 km
 ","R$ 90.872,00","R$ 43.479,00",R$ 90.490,85903054324.0
25/10/2023,FFC-9591,CHEVROLET,ONIX LTZ 1.0,2023/2023 ,15.520 km ,"R$ 86.564,00","R$ 49.996,00",R$ 90.490,85511954043.0
26/10/2023,OUG-3888,CHEVROLET,ONIX LTZ 1.0,2023/2023,15.520 km,"R$ 97.469,00","R$ 46.997,00",R$ 90.490,61818892782.0
27/02/2023,OUU-1578,CHEVROLET,ONIX LTZ 1.0,"2023/2023
 ","15.520 km
 ","R$ 97.879,00","R$ 59.058,00",R$ 90.490,61620849691.0
29/11/2023,CST-1290,CHEVROLET,ONIX PLUS TURBO LTZ AT 1.0 4P,2022/2023 ,30.004 km ,"R$ 89.014,00","R$ 47.538,00",R$ 93.890,7424213073.0
17/06/2023,EBP-4311,CHEVROLET,ONIX PLUS TURBO LTZ AT 1.0 4P,"2022/2023
 ","30.004 km
 ","R$ 90.791,00","R$ 57.385,00",R$ 93.890,54406470603.0
09/12/2023,SDJ-3454,CHEVROLET,ONIX PLUS TURBO LTZ AT 1.0 4P,"2022/2023
 ","30.004 km
 ","R$ 93.984,00","R$ 48.274,00",R$ 93.890,16615347028.0
10/08/2023,BLO-5299,CHEVROLET,ONIX PLUS TURBO LTZ AT 1.0 4P,2022/2023,30.004 km,"R$ 90.493,00","R$ 48.276,00",R$ 93.890,29896827516.0
25/02/2023,QPN-2956,CHEVROLET,ONIX PLUS TURBO LTZ AT 1.0 4P,"2022/2023
","30.004 km
","R$ 98.859,00","R$ 56.801,00",R$ 93.890,48478690441.0
01/03/2023,KVC-7331,CHEVROLET,ONIX PLUS TURBO LTZ AT 1.0 4P,"2022/2023
 ","30.004 km
 ","R$ 80.779,00","R$ 43.935,00",R$ 93.890,65331984830.0
28/01/2023,HJI-3602,CHEVROLET,ONIX PLUS TURBO LTZ AT 1.0 4P,"2022/2023
 ","30.004 km
 ","R$ 83.684,00","R$ 56.094,00",R$ 93.890,20346243938.0
24/08/2023,OBI-8569,FIAT,TORO ENDURANCE FLEX MT 4X2 1.8 4P,2020/2020,37.115 km,"R$ 88.656,00","R$ 43.679,00",R$ 95.900,2154421937.0
01/08/2023,NUR-4581,FIAT,TORO ENDURANCE FLEX MT 4X2 1.8 4P,"2020/2020
 ","37.115 km
 ","R$ 83.080,00","R$ 57.752,00",R$ 95.900,57717629048.0
11/04/2023,SOQ-9487,FIAT,TORO ENDURANCE FLEX MT 4X2 1.8 4P,"2020/2020
 ","37.115 km
 ","R$ 87.486,00","R$ 58.426,00",R$ 95.900,22862531723.0
05/12/2023,JBZ-2099,FIAT,TORO ENDURANCE FLEX MT 4X2 1.8 4P,"2020/2020
 ","37.115 km
 ","R$ 90.981,00","R$ 51.927,00",R$ 95.900,60035516402.0
25/05/2023,AJO-5866,FIAT,TORO ENDURANCE FLEX MT 4X2 1.8 4P,2020/2020 ,37.115 km ,"R$ 97.524,00","R$ 51.516,00",R$ 95.900,75904642853.0
27/11/2023,YPM-4721,FIAT,TORO ENDURANCE FLEX MT 4X2 1.8 4P,"2020/2020
 ","37.115 km
 ","R$ 92.208,00","R$ 51.397,00",R$ 95.900,51869650831.0
25/07/2023,NMG-2911,FIAT,TORO ENDURANCE FLEX MT 4X2 1.8 4P,"2020/2020
","37.115 km
","R$ 94.825,00","R$ 45.880,00",R$ 95.900,12328276183.0
30/01/2023,VYV-5988,JEEP,RENEGADE LONGITUDE FLEX 4X2 AT 1.8 4P,"2021/2021
 ","30.063 km
 ","R$ 96.830,00","R$ 41.822,00",R$ 96.090,62373686316.0
21/04/2023,HAI-9353,JEEP,RENEGADE LONGITUDE FLEX 4X2 AT 1.8 4P,"2021/2021
 ","30.063 km
 ","R$ 89.016,00","R$ 43.637,00",R$ 96.090,7796503225.0
10/01/2023,DVN-6873,JEEP,RENEGADE LONGITUDE FLEX 4X2 AT 1.8 4P,"2021/2021
 ","30.063 km
 ","R$ 98.996,00","R$ 40.580,00",R$ 96.090,25852510007.0
20/02/2023,NYE-6002,JEEP,RENEGADE LONGITUDE FLEX 4X2 AT 1.8 4P,2021/2021 ,30.063 km ,"R$ 90.712,00","R$ 48.123,00",R$ 96.090,71789469414.0
26/12/2023,OIU-8857,JEEP,RENEGADE LONGITUDE FLEX 4X2 AT 1.8 4P,"2021/2021
","30.063 km
","R$ 85.609,00","R$ 44.072,00",R$ 96.090,14388868179.0
07/06/2023,PSS-9345,JEEP,RENEGADE LONGITUDE FLEX 4X2 AT 1.8 4P,"2021/2021
 ","30.063 km
 ","R$ 96.029,00","R$ 40.249,00",R$ 96.090,24357523281.0
10/10/2023,IRZ-6230,JEEP,RENEGADE LONGITUDE FLEX 4X2 AT 1.8 4P,2021/2021,30.063 km,"R$ 85.561,00","R$ 40.366,00",R$ 96.090,8668901749.0
22/03/2023,YIH-5437,JEEP,RENEGADE LONGITUDE FLEX 4X2 AT 1.8 4P,"2021/2021
 ","26.383 km
 ","R$ 81.154,00","R$ 41.822,00",R$ 96.690,88173231876.0
02/08/2023,GRH-9417,JEEP,RENEGADE LONGITUDE FLEX 4X2 AT 1.8 4P,"2021/2021
 ","26.383 km
 ","R$ 90.196,00","R$ 41.892,00",R$ 96.690,30499450123.0
14/08/2023,XNQ-5654,JEEP,RENEGADE LONGITUDE FLEX 4X2 AT 1.8 4P,"2021/2021
 ","26.383 km
 ","R$ 86.694,00","R$ 55.833,00",R$ 96.690,71359886139.0
07/11/2023,PBW-6486,JEEP,RENEGADE LONGITUDE FLEX 4X2 AT 1.8 4P,2021/2021,26.383 km,"R$ 80.921,00","R$ 40.378,00",R$ 96.690,43170985983.0
03/02/2023,BVI-7319,JEEP,RENEGADE LONGITUDE FLEX 4X2 AT 1.8 4P,"2021/2021
","26.383 km
","R$ 93.045,00","R$ 55.213,00",R$ 96.690,34714962489.0
18/09/2023,TYY-3219,JEEP,RENEGADE LONGITUDE FLEX 4X2 AT 1.8 4P,2021/2021 ,26.383 km ,"R$ 83.591,00","R$ 49.885,00",R$ 96.690,47726134299.0
20/11/2023,KCU-2771,JEEP,RENEGADE LONGITUDE FLEX 4X2 AT 1.8 4P,"2021/2021
 ","26.383 km
 ","R$ 100.447,00","R$ 52.352,00",R$ 96.690,36323588532.0
30/09/2023,CRL-5556,NISSAN,KICKS ACTIVE 1.6,"2022/2022
","46.502 km
","R$ 92.670,00","R$ 43.828,00",R$ 96.990,95072431894.0
