,data_entrada,marca,modelo,ano,km,valor_fipe,valor_venda,valor_compra,renavam
983,27/11/2023,FIAT,TORO ENDURANCE FLEX MT 4X2 1.8 4P,"2020/2020
 ","37.115 km
 ","R$ 92.208,00","R$ 51.397,00",R$ 95.900,51869650831.0
984,25/07/2023,FIAT,TORO ENDURANCE FLEX MT 4X2 1.8 4P,"2020/2020
","37.115 km
","R$ 94.825,00","R$ 45.880,00",R$ 95.900,12328276183.0
985,30/01/2023,JEEP,RENEGADE LONGITUDE FLEX 4X2 AT 1.8 4P,"2021/2021
 ","30.063 km
 ","R$ 96.830,00","R$ 41.822,00",R$ 96.090,62373686316.0
986,21/04/2023,JEEP,RENEGADE LONGITUDE FLEX 4X2 AT 1.8 4P,"2021/2021
 ","30.063 km
 ","R$ 89.016,00","R$ 43.637,00",R$ 96.090,7796503225.0
987,10/01/2023,JEEP,RENEGADE LONGITUDE FLEX 4X2 AT 1.8 4P,"2021/2021
 ","30.063 km
 ","R$ 98.996,00","R$ 40.580,00",R$ 96.090,25852510007.0
988,20/02/2023,JEEP,RENEGADE LONGITUDE FLEX 4X2 AT 1.8 4P,2021/2021 ,30.063 km ,"R$ 90.712,00","R$ 48.123,00",R$ 96.090,71789469414.0
989,26/12/2023,JEEP,RENEGADE LONGITUDE FLEX 4X2 AT 1.8 4P,"2021/2021
","30.063 km
","R$ 85.609,00","R$ 44.072,00",R$ 96.090,14388868179.0
990,07/06/2023,JEEP,RENEGADE LONGITUDE FLEX 4X2 AT 1.8 4P,"2021/2021
 ","30.063 km
 ","R$ 96.029,00","R$ 40.249,00",R$ 96.090,24357523281.0
991,10/10/2023,JEEP,RENEGADE LONGITUDE FLEX 4X2 AT 1.8 4P,2021/2021,30.063 km,"R$ 85.561,00","R$ 40.366,00",R$ 96.090,8668901749.0
992,22/03/2023,JEEP,RENEGADE LONGITUDE FLEX 4X2 AT 1.8 4P,"2021/2021
 ","26.383 km
 ","R$ 81.154,00","R$ 41.822,00",R$ 96.690,88173231876.0
993,02/08/2023,JEEP,RENEGADE LONGITUDE FLEX 4X2 AT 1.8 4P,"2021/2021
 ","26.383 km
 ","R$ 90.196,00","R$ 41.892,00",R$ 96.690,30499450123.0
994,14/08/2023,JEEP,RENEGADE LONGITUDE FLEX 4X2 AT 1.8 4P,"2021/2021
 ","26.383 km
 ","R$ 86.694,00","R$ 55.833,00",R$ 96.690,71359886139.0
995,07/11/2023,JEEP,RENEGADE LONGITUDE FLEX 4X2 AT 1.8 4P,2021/2021,26.383 km,"R$ 80.921,00","R$ 40.378,00",R$ 96.690,43170985983.0
996,03/02/2023,JEEP,RENEGADE LONGITUDE FLEX 4X2 AT 1.8 4P,"2021/2021
","26.383 km
","R$ 93.045,00","R$ 55.213,00",R$ 96.690,34714962489.0
997,18/09/2023,JEEP,RENEGADE LONGITUDE FLEX 4X2 AT 1.8 4P,2021/2021 ,26.383 km ,"R$ 83.591,00","R$ 49.885,00",R$ 96.690,47726134299.0
998,20/11/2023,JEEP,RENEGADE LONGITUDE FLEX 4X2 AT 1.8 4P,"2021/2021
 ","26.383 km
 ","R$ 100.447,00","R$ 52.352,00",R$ 96.690,36323588532.0
999,30/09/2023,NISSAN,KICKS ACTIVE 1.6,"2022/2022
","46.502 km
","R$ 92.670,00","R$ 43.828,00",R$ 96.990,95072431894.0
